payment_date,code,codeLated,amount,amountRetarded,creditId,companyId
jueves,7000000096299560,7000000096299586,287.89,307.89,357521201720764,1
viernes,7000000096299594,7000000096299602,276.81,296.81,357521201722612,1
sábado,7000000096299644,7000000096299677,223.91,243.91,357521201728999,1
domingo,7000000096299685,7000000096299693,223.91,243.91,357521201729203,1
lunes,7000000096299701,7000000096299719,117.29,137.29,357521201729708,1
martes,7000000096299735,7000000096299750,287.89,307.89,357521201729765,1
miércoles,7000000096299776,7000000096299792,159.94,179.94,357521201729799,1
jueves,7000000096299826,7000000096299834,287.89,307.89,357521201729864,1
viernes,7000000096299859,7000000096299875,287.89,307.89,357521201729930,1
sábado,7000000096299941,7000000096299966,117.29,137.29,357521201730078,1
domingo,7000000096299982,,128.56,,357521201730441,1
lunes,7000000096300004,7000000096300012,112.78,132.78,357521201730730,1
martes,7000000096300020,,128.56,,357521201731050,1
miércoles,7000000096300053,7000000096300061,117.29,137.29,357521201731274,1
jueves,7000000096300079,7000000096300087,276.81,296.81,357521201731381,1
viernes,7000000096300095,,128.56,,357521201731555,1
sábado,7000000096300103,7000000096300111,254.66,274.66,357521201731597,1
domingo,7000000096300129,7000000096300137,117.29,137.29,357521201731613,1
lunes,7000000096300145,7000000096300152,117.29,137.29,357521201731696,1
martes,7000000096300160,7000000096300186,198.07,218.07,357521201731720,1
miércoles,7000000096300194,7000000096300202,159.94,179.94,357521201731753,1
jueves,7000000096300228,,149.00,,357521201731894,1
viernes,7000000096300244,,149.00,,357521201731936,1
sábado,7000000096300251,,149.00,,357521201731977,1
domingo,7000000096300269,7000000096300277,215.30,235.30,357521201732090,1
lunes,7000000096300285,,128.56,,357521201732181,1
martes,7000000096300293,7000000096300301,119.95,139.95,357521201732207,1
miércoles,7000000096300319,7000000096300327,117.29,137.29,357521201733064,1
jueves,7000000096300335,7000000096300343,119.95,139.95,357521201733148,1
viernes,7000000096300350,7000000096300368,159.94,179.94,357521201733395,1
sábado,7000000096300384,7000000096300392,117.29,137.29,357521201733528,1
domingo,7000000096300400,7000000096300418,159.94,179.94,357521201733718,1
lunes,7000000096300426,7000000096300434,117.29,137.29,357521201733841,1
martes,7000000096300442,7000000096300459,159.94,179.94,357521201734369,1
miércoles,7000000096300517,7000000096300525,117.29,137.29,357521201734765,1
jueves,7000000096300533,7000000096300541,287.89,307.89,357521201734963,1
viernes,7000000096300558,7000000096300566,276.81,296.81,357521201735192,1
sábado,7000000096300574,7000000096300582,159.94,179.94,357521201735218,1
domingo,7000000096300624,,129.00,,357521201735408,1
lunes,7000000096300632,7000000096300640,159.94,179.94,357521201735424,1
martes,7000000096300699,7000000096300707,159.94,179.94,357521201735994,1
miércoles,7000000096300715,7000000096300723,119.95,139.95,357521201736067,1
jueves,7000000096300731,7000000096300749,117.29,137.29,357521201736166,1
viernes,7000000096300756,7000000096300764,117.29,137.29,357521201737560,1
sábado,7000000096300772,7000000096300780,115.34,135.34,357521201737859,1
domingo,7000000096300798,7000000096300806,153.78,173.78,357521201738014,1
lunes,7000000096300814,7000000096300822,119.95,139.95,357521201738048,1
martes,7000000096300830,7000000096300848,287.89,307.89,357521201738089,1
miércoles,7000000096300855,7000000096300871,112.78,132.78,357521201738105,1
jueves,7000000096300889,7000000096300897,159.94,179.94,357521201738121,1
viernes,7000000096300905,7000000096300913,159.94,179.94,357521201738139,1
sábado,7000000096300921,7000000096300939,159.94,179.94,357521201738188,1
domingo,7000000096300947,7000000096300954,117.29,137.29,357521201738204,1
lunes,7000000096300962,7000000096300988,117.29,137.29,357521201738220,1
martes,7000000096300996,7000000096301002,159.94,179.94,357521201738394,1
miércoles,7000000096301010,7000000096301028,159.94,179.94,357521201785494,1
jueves,7000000096301077,7000000096301119,159.94,179.94,357521201786385,1
viernes,7000000096301127,7000000096301135,287.89,307.89,357521201787821,1
sábado,7000000096301150,7000000096301168,287.89,307.89,357521201788365,1
domingo,7000000096301176,7000000096301192,117.29,137.29,357521201791559,1
lunes,7000000096301218,7000000096301226,119.95,139.95,357521201792706,1
martes,7000000096301234,7000000096301242,117.29,137.29,357521201793050,1
miércoles,7000000096301259,7000000096301267,159.94,179.94,357521201793571,1
jueves,7000000096301275,,128.56,,357521201793613,1
viernes,7000000096301283,7000000096301291,87.97,107.97,357521201793647,1
sábado,7000000096301309,7000000096301317,119.95,139.95,357521201793977,1
domingo,7000000096301325,7000000096301333,287.89,307.89,357521201794009,1
lunes,7000000096301341,7000000096301358,159.94,179.94,357521201794124,1
martes,7000000096301366,7000000096301374,159.94,179.94,357521201794157,1
miércoles,7000000096301382,7000000096301390,133.80,153.80,357521201794975,1
jueves,7000000096301416,7000000096301424,117.29,137.29,357521201795097,1
viernes,7000000096301432,7000000096301440,287.89,307.89,357521201795139,1
sábado,7000000096301457,7000000096301465,159.94,179.94,357521201795196,1
domingo,7000000096301473,7000000096301481,117.29,137.29,357521201795238,1
lunes,7000000096301499,7000000096301507,223.91,243.91,357521201796715,1
martes,7000000096301515,7000000096301523,159.94,179.94,357521201798794,1
miércoles,7000000096301549,7000000096301556,223.91,243.91,357521202981134,1
jueves,7000000096301564,7000000096301572,223.91,243.91,357521202981571,1
viernes,7000000096301580,7000000096301598,159.94,179.94,357521202981613,1
sábado,7000000096301606,7000000096301614,159.94,179.94,357521202982652,1
domingo,7000000096301622,7000000096301630,119.95,139.95,357521202982819,1
lunes,7000000096301663,7000000096301671,87.97,107.97,357521202984146,1
martes,7000000096301689,7000000096301697,117.29,137.29,357521202984195,1
miércoles,7000000096301705,7000000096301713,117.29,137.29,357521202984641,1
jueves,7000000096301721,7000000096301739,71.97,91.97,357521202984831,1
viernes,7000000096301747,7000000096301754,159.94,179.94,357521202984906,1
sábado,7000000096301762,,128.56,,357521202984989,1
domingo,7000000096301770,7000000096301788,287.89,307.89,357521202985051,1
lunes,7000000096301796,7000000096301804,159.94,179.94,357521202985093,1
martes,7000000096301812,7000000096301820,159.94,179.94,357521202985259,1
miércoles,7000000096301838,7000000096301846,159.94,179.94,357521202986984,1
jueves,7000000096301853,7000000096301861,287.89,307.89,357521202988295,1
viernes,7000000096301879,7000000096301887,117.29,137.29,357521202989129,1
sábado,7000000096301895,7000000096301911,159.94,179.94,357521203001452,1
domingo,7000000096301945,7000000096301952,119.95,139.95,357521203003292,1
lunes,7000000096301960,7000000096301986,119.95,139.95,357521203003409,1
martes,7000000096301994,7000000096302000,287.89,307.89,357521203003458,1
miércoles,7000000096302018,7000000096302026,159.94,179.94,357521203003540,1
jueves,7000000096302034,7000000096302059,159.94,179.94,357521203049196,1
viernes,7000000096302067,7000000096302075,117.29,137.29,357521203049246,1
sábado,7000000096302083,,128.56,,357521203058387,1
domingo,7000000096302091,,128.56,,357521203058437,1
lunes,7000000096302109,7000000096302117,159.94,179.94,357521203058445,1
martes,7000000096302125,7000000096302133,117.29,137.29,357521203058510,1
miércoles,7000000096302158,,128.56,,357521203058817,1
jueves,7000000096302190,7000000096302208,117.29,137.29,357521203058841,1
viernes,7000000096302216,7000000096302232,106.11,126.11,357521203058866,1
sábado,7000000096302240,,149.00,,357521203102276,1
domingo,7000000096302257,7000000096302265,276.81,296.81,357521203102888,1
lunes,7000000096302273,7000000096302281,215.30,235.30,357521203103530,1
martes,7000000096302299,7000000096302307,103.75,123.75,357521203103753,1
miércoles,7000000096302315,,149.00,,357521203103779,1
jueves,7000000096302323,7000000096302331,276.81,296.81,357521203104520,1
viernes,7000000096302349,7000000096302356,276.81,296.81,357521203104553,1
sábado,7000000096302364,,149.00,,357521203104801,1
domingo,7000000096302372,,128.56,,357521203107259,1
lunes,7000000096302380,,128.56,,357521203107325,1
martes,7000000096302398,,128.56,,357521203107390,1
miércoles,7000000096302406,,149.00,,357521203107416,1
jueves,7000000096302414,,128.56,,357521203107622,1
viernes,7000000096302430,,128.56,,357521203110832,1
sábado,7000000096302455,7000000096302463,117.29,137.29,357521203110980,1
domingo,7000000096302471,7000000096302489,159.94,179.94,357521203111129,1
lunes,7000000096302497,,128.56,,357521203111137,1
martes,7000000096302505,7000000096302513,141.48,161.48,357521203111707,1
miércoles,7000000096302521,7000000096302539,276.81,296.81,357521203111756,1
jueves,7000000096302547,7000000096302554,159.94,179.94,357521203111848,1
viernes,7000000096302562,,149.00,,357521203112036,1
sábado,7000000096302570,,149.00,,357521203112093,1
domingo,7000000096302588,,128.56,,357521203112119,1
lunes,7000000096302653,,128.56,,357521203112226,1
martes,7000000096302661,,128.56,,357521203112234,1
miércoles,7000000096302687,,149.00,,357521203112291,1
jueves,7000000096302729,,149.00,,357521203112366,1
viernes,7000000096302737,,128.56,,357521203112481,1
sábado,7000000096302745,,128.56,,357521203112523,1
domingo,7000000096302752,,148.77,,357521203112630,1
lunes,7000000096302760,,128.56,,357521203112689,1
martes,7000000096302786,,148.77,,357521203112960,1
miércoles,7000000096302794,7000000096302802,84.58,104.58,357521203113034,1
jueves,7000000096302810,7000000096302828,254.66,274.66,357521203114123,1
viernes,7000000096302836,7000000096302844,141.48,161.48,357521203114487,1
sábado,7000000096302851,7000000096302869,103.75,123.75,357521203114990,1
domingo,7000000096302877,7000000096302885,115.34,135.34,357521203115609,1
lunes,7000000096302893,7000000096302901,103.75,123.75,357521203116839,1
martes,7000000096302919,7000000096302927,119.95,139.95,357521203117050,1
miércoles,7000000096302935,7000000096302943,63.66,83.66,357521203117381,1
jueves,7000000096302950,,150.00,,357521203117563,1
viernes,7000000096302968,7000000096302976,153.78,173.78,357521203118215,1
sábado,7000000096302992,,149.00,,357521203118595,1
domingo,7000000096303008,7000000096303016,119.95,139.95,357521203118868,1
lunes,7000000096303024,,128.56,,357521203119221,1
martes,7000000096303032,7000000096303057,159.94,179.94,357521203119312,1
miércoles,7000000096303073,7000000096303081,103.75,123.75,357521203119494,1
jueves,7000000096303123,,150.00,,357521203119734,1
viernes,7000000096303131,,128.56,,357521203119890,1
sábado,7000000096303149,,150.00,,357521203119957,1
domingo,7000000096303156,,129.00,,357521203120674,1
lunes,7000000096303172,,128.56,,357521203121078,1
martes,7000000096303180,7000000096303198,159.94,179.94,357521203230747,1
miércoles,7000000096303206,7000000096303214,141.48,161.48,357521203230986,1
jueves,7000000096303248,7000000096303255,159.94,179.94,357521203231307,1
viernes,7000000096303263,,150.00,,357521203231380,1
sábado,7000000096303271,,128.56,,357521203232198,1
domingo,7000000096303289,7000000096303305,223.91,243.91,357521203234822,1
lunes,7000000096303321,7000000096303339,287.89,307.89,357521203234889,1
martes,7000000096303347,7000000096303354,159.94,179.94,357521203235159,1
miércoles,7000000096303362,,150.00,,357521203236181,1
jueves,7000000096303370,7000000096303388,159.94,179.94,357521203236199,1
viernes,7000000096303396,7000000096303404,287.89,307.89,357521203236256,1
sábado,7000000096303412,7000000096303420,159.94,179.94,357521203236280,1
domingo,7000000096303438,7000000096303446,159.94,179.94,357521203236298,1
lunes,7000000096303461,7000000096303479,287.89,307.89,357521203236306,1
martes,7000000096303487,7000000096303495,117.29,137.29,357521203236645,1
miércoles,7000000096303503,7000000096303511,159.94,179.94,357521203236660,1
jueves,7000000096303529,7000000096303537,223.91,243.91,357521203236686,1
viernes,7000000096303545,7000000096303552,119.95,139.95,357521203236843,1
sábado,7000000096303560,7000000096303586,159.94,179.94,357521203236884,1
domingo,7000000096303594,7000000096303602,141.48,161.48,357521203236892,1
lunes,7000000096303677,7000000096303685,159.94,179.94,357521203237007,1
martes,7000000096303693,7000000096303701,159.94,179.94,357521203241504,1
miércoles,7000000096303727,7000000096303735,117.29,137.29,357521203242429,1
jueves,7000000096303743,,128.56,,357521203243799,1
viernes,7000000096303750,7000000096303768,276.81,296.81,357521203243955,1
sábado,7000000096303784,,128.56,,357521203243963,1
domingo,7000000096303792,,128.56,,357521203243971,1
lunes,7000000096303800,,150.00,,357521203723287,1
martes,7000000096303818,,149.00,,357521203725530,1
miércoles,7000000096303826,7000000096303834,112.78,132.78,357521203725548,1
jueves,7000000096303842,,149.00,,357521203725639,1
viernes,7000000096303859,,150.00,,357521203725662,1
sábado,7000000096303875,,149.00,,357521203725688,1
domingo,7000000096303891,7000000096303909,215.30,235.30,357521203725886,1
lunes,7000000096303917,,148.77,,357521203725894,1
martes,7000000096303925,,129.00,,357521203725969,1
miércoles,7000000096303933,7000000096303941,224.55,244.55,357600834895365,1
jueves,7000000096303958,7000000096303966,87.01,107.01,357600834895381,1
viernes,7000000096303974,7000000096303982,148.88,168.88,357600835603404,1
sábado,7000000096303990,7000000096304006,148.88,168.88,357600835734498,1
domingo,7000000096304014,7000000096304022,127.25,147.25,357600835741949,1
lunes,7000000096304030,7000000096304048,148.88,168.88,357600835743960,1
martes,7000000096304055,7000000096304063,239.02,259.02,357600835885829,1
miércoles,7000000096304071,7000000096304089,239.02,259.02,357600835887437,1
jueves,7000000096304147,7000000096304154,239.02,259.02,357600836034617,1
viernes,7000000096304170,7000000096304188,239.02,259.02,357600836035234,1
sábado,7000000096304196,7000000096304204,239.02,259.02,357600836042388,1
domingo,7000000096304212,7000000096304220,111.66,131.66,357600836042883,1
lunes,7000000096304238,7000000096304246,239.02,259.02,357600836045191,1
martes,7000000096304253,7000000096304261,239.02,259.02,357600836045217,1
miércoles,7000000096304279,7000000096304287,164.67,184.67,357600836061784,1
jueves,7000000096304303,7000000096304311,239.02,259.02,357600836062360,1
viernes,7000000096304329,7000000096304337,239.02,259.02,357600836062469,1
